address,name,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type),listed_in(city)
"Hotel Dew Drops Hotel, 9/1, Platform Road, Seshadripuram, Bangalore",Blue Nile Coffee Shop,No,No,,0,Seshadripuram,Cafe,,Cafe,600,Cafes,Rajajinagar
"17th Cross Bridge, A Block, Milk Colony, Subramanyanagar, Malleshwaram, Bangalore",Kaffee Klatsch,No,No,,0,Malleshwaram,Cafe,,Cafe,300,Cafes,Rajajinagar
"483, Swetha Mansion Complex, 5th Cross Malleshwaram Circle, Malleshwaram, Bengaluru",Dream Coffee House,No,No,3.2 /5,6,Malleshwaram,Cafe,,"Cafe, Bakery",300,Cafes,Rajajinagar
"66, Siddhaiah Puranik Road Bimajyothi LIC Colony, 1st Stage, Basaveshwar Nagar, Near Shankarmutt Chowk, Bangalore",Slanz Cafe,Yes,No,3.6 /5,99,Basaveshwara Nagar,Cafe,"Burgers, Pizza, Coffee, Cappuccino, Fries","Cafe, Italian, Desserts",500,Delivery,Rajajinagar
"706, 3rd Floor, W.C.R, 2nd Stage, 9th Cross, Basaveshwara Nagar, Bangalore",Onesta,Yes,Yes,4.3 /5,393,Basaveshwara Nagar,"Casual Dining, Cafe","Pasta, Chocolate Pizza, Cheesecake, Tikka","Pizza, Cafe, Italian",600,Delivery,Rajajinagar
"WOC Road, RPC Layout, Vijay Nagar, Bangalore",Cafe Coffee Day,Yes,No,3.5 /5,36,Vijay Nagar,Cafe,,"Cafe, Fast Food",900,Delivery,Rajajinagar
"41/1, Sri Sai, 2nd Main, Vyalikaval, Sadashiv Nagar, Bangalore",Aubree,Yes,No,4.3 /5,723,Sadashiv Nagar,"Cafe, Bakery","Cup Cake, Peri Peri Paneer Pizza, Coffee, Waffles, Hot Chocolate, Chocolate Hazelnut, Rainbow Cake","Cafe, Bakery",400,Delivery,Rajajinagar
"GNR Mansion, 2nd Floor, 20th Main Road, Vijay Nagar, Bengaluru",Brew Bakes Cafe,Yes,No,3.7 /5,45,Vijay Nagar,Cafe,,"Cafe, Beverages",600,Delivery,Rajajinagar
"Municipal #1, Mantri Mall, 3rd Floor, Malleshwaram 2nd Main, Bangalore",Tata Cha,Yes,No,3.2 /5,9,Malleshwaram,"Beverage Shop, Cafe",,"Cafe, Tea, North Indian",500,Delivery,Rajajinagar
"134, K N Complex, Opposite Canara Bank, Temple Street, 11th Cross, Malleshwaram, Bangalore",Mumbai Bistro,Yes,No,4.2 /5,505,Malleshwaram,Cafe,"Pav Bhaji, Tawa Pulav, Vada Pav, Chaat, Rolls, Dabeli, Sandwiches","Cafe, North Indian, Street Food",500,Delivery,Rajajinagar
"Shop 2, 14th Cross, Malleshwaram, Bangalore",Clean Slate Cafe,Yes,No,4.1 /5,274,Malleshwaram,Cafe,"Fries, Burgers, Peri Peri Potato Wedge, Pasta Arrabiata, Cappuccino, Nachos, Pesto Pasta","Cafe, Continental, Italian",600,Delivery,Rajajinagar
"134, 8th Main Road, Next To Reliance Fresh, Malleshwaram, Bangalore",TLP Cafe,Yes,No,3.9 /5,252,Malleshwaram,Cafe,"Coffee, Sandwich, Mudpie, Sandwiches, Rainbow Cake, White Sauce Pasta, Rainbow Pastry","Cafe, Italian",400,Delivery,Rajajinagar
"51, 19th Cross, 8th Main Road, Malleshwaram, Bangalore",HighTeaParty Cafe,Yes,No,3.9 /5,72,Malleshwaram,Cafe,"Cheese Balls, Mushroom Pasta, Paneer Pizza, Chicken Peri Peri Sizzler, Chips","Cafe, Continental, Steak, Italian",500,Delivery,Rajajinagar
"73, Ground Floor, Shivakripa Building, Dr. Siddiah Puranik Road, Basaveshwara Nagar, Bangalore",Cafe Mamma Mia,No,No,3.7 /5,239,Basaveshwara Nagar,"Casual Dining, Cafe","Pasta, Pizza, Sandwiches, Lasagne, Burgers, Bruschettas, Cup Cake","Continental, Italian, Cafe, Beverages, Desserts",600,,
"Ground Floor, Main Between 17th A Cross and 18th Cross Road, Malleshwaram, Bangalore",Stevie's,Yes,No,4.1 /5,80,Malleshwaram,Cafe,"Pasta, Chicken Steak, Pink Lemonade, Pizza, Nachos, Wings, Burgers",Cafe,500,Delivery,Rajajinagar
"591/B, Dr Rajkumar Rd, 2nd Block, Rajajinagar, Bangalore",Troll Cafe,No,No,3.5 /5,8,Rajajinagar,Cafe,,Cafe,400,Desserts,Rajajinagar
"706, 3rd Floor, W.C.R, 2nd Stage, 9th Cross, Basaveshwara Nagar, Bangalore",Onesta,Yes,Yes,4.3 /5,397,Basaveshwara Nagar,"Casual Dining, Cafe","Pasta, Chocolate Pizza, Cheesecake, Tikka","Pizza, Cafe, Italian",600,Desserts,Rajajinagar
"66, Siddhaiah Puranik Road Bimajyothi LIC Colony, 1st Stage, Basaveshwar Nagar, Near Shankarmutt Chowk, Bangalore",Slanz Cafe,Yes,No,3.6 /5,99,Basaveshwara Nagar,Cafe,"Burgers, Pizza, Coffee, Cappuccino, Fries","Cafe, Italian, Desserts",500,Desserts,Rajajinagar
"Orion Mall, Brigade Gateway, Dr. Rajkumar Road, Near Yeshwantpur, Malleshwaram, Bangalore",Smoor,Yes,No,4.2 /5,290,Malleshwaram,"Cafe, Dessert Parlor","Chocolate Sundae, Cup Cake, Coffee, Cheesecake, Macaroon, Sandwich, Hot Chocolate","Desserts, Cafe, Continental",700,Desserts,Rajajinagar
"Sheraton Grand, Level 4, A Block, 26/1, Dr Rajkumar Road, Malleshwaram, Bangalore",Art Cafe,No,No,3.5 /5,7,Malleshwaram,Cafe,,Cafe,"1,000",Desserts,Rajajinagar
"17th Cross Bridge, A Block, Milk Colony, Subramanyanagar, Malleshwaram, Bangalore",Kaffee Klatsch,No,No,,0,Malleshwaram,Cafe,,Cafe,300,Desserts,Rajajinagar
"706, 3rd Floor, W.C.R, 2nd Stage, 9th Cross, Basaveshwara Nagar, Bangalore",Onesta,Yes,Yes,4.3 /5,397,Basaveshwara Nagar,"Casual Dining, Cafe","Pasta, Chocolate Pizza, Cheesecake, Tikka","Pizza, Cafe, Italian",600,Dine-out,Rajajinagar
"73, Ground Floor, Shivakripa Building, Dr. Siddiah Puranik Road, Basaveshwara Nagar, Bangalore",Cafe Mamma Mia,No,No,3.7 /5,239,Basaveshwara Nagar,"Casual Dining, Cafe","Pasta, Pizza, Sandwiches, Lasagne, Burgers, Bruschettas, Cup Cake","Continental, Italian, Cafe, Beverages, Desserts",600,,
"66, Siddhaiah Puranik Road Bimajyothi LIC Colony, 1st Stage, Basaveshwar Nagar, Near Shankarmutt Chowk, Bangalore",Slanz Cafe,Yes,No,3.6 /5,99,Basaveshwara Nagar,Cafe,"Burgers, Pizza, Coffee, Cappuccino, Fries","Cafe, Italian, Desserts",500,Dine-out,Rajajinagar
"105 LIC Colony, Next To HDFC Bank, Basaveshwara Nagar Main Road, Basaveshwara Nagar, Bangalore",Cafe Coffee Day,Yes,No,2.9 /5,37,Basaveshwara Nagar,Cafe,,"Cafe, Fast Food",900,Dine-out,Rajajinagar
"Shop 2, 14th Cross, Malleshwaram, Bangalore",Clean Slate Cafe,Yes,No,4.1 /5,274,Malleshwaram,Cafe,"Fries, Burgers, Peri Peri Potato Wedge, Pasta Arrabiata, Cappuccino, Nachos, Pesto Pasta","Cafe, Continental, Italian",600,Dine-out,Rajajinagar
"Ground Floor, Main Between 17th A Cross and 18th Cross Road, Malleshwaram, Bangalore",Stevie's,Yes,No,4.1 /5,80,Malleshwaram,Cafe,"Pasta, Chicken Steak, Pink Lemonade, Pizza, Nachos, Wings, Burgers",Cafe,500,Dine-out,Rajajinagar
"Orion Mall, Brigade Gateway, Dr. Rajkumar Road, Near Yeshwantpur, Malleshwaram, Bangalore",Smoor,Yes,No,4.2 /5,290,Malleshwaram,"Cafe, Dessert Parlor","Chocolate Sundae, Cup Cake, Coffee, Cheesecake, Macaroon, Sandwich, Hot Chocolate","Desserts, Cafe, Continental",700,Dine-out,Rajajinagar
"134, K N Complex, Opposite Canara Bank, Temple Street, 11th Cross, Malleshwaram, Bangalore",Mumbai Bistro,Yes,No,4.2 /5,506,Malleshwaram,Cafe,"Pav Bhaji, Tawa Pulav, Vada Pav, Chaat, Rolls, Dabeli, Sandwiches","Cafe, North Indian, Street Food",500,Dine-out,Rajajinagar
"World Trade Centre Lobby, Brigade Gateway Campus, Dr. Rajkumar Road, Malleshwaram West, Bangalore",The World Cafe,No,No,3.8 /5,32,Malleshwaram,Cafe,,Cafe,600,Dine-out,Rajajinagar
"Municipal #1, Mantri Mall, 3rd Floor, Malleshwaram 2nd Main, Bangalore",Tata Cha,Yes,No,3.2 /5,9,Malleshwaram,"Beverage Shop, Cafe",,"Cafe, Tea, North Indian",500,Dine-out,Rajajinagar
"51, 19th Cross, 8th Main Road, Malleshwaram, Bangalore",HighTeaParty Cafe,Yes,No,3.9 /5,72,Malleshwaram,Cafe,"Cheese Balls, Mushroom Pasta, Paneer Pizza, Chicken Peri Peri Sizzler, Chips","Cafe, Continental, Steak, Italian",500,Dine-out,Rajajinagar
"134, 8th Main Road, Next To Reliance Fresh, Malleshwaram, Bangalore",TLP Cafe,Yes,No,3.9 /5,252,Malleshwaram,Cafe,"Coffee, Sandwich, Mudpie, Sandwiches, Rainbow Cake, White Sauce Pasta, Rainbow Pastry","Cafe, Italian",400,Dine-out,Rajajinagar
"Sheraton Grand, Level 4, A Block, 26/1, Dr Rajkumar Road, Malleshwaram, Bangalore",Art Cafe,No,No,3.5 /5,7,Malleshwaram,Cafe,,Cafe,"1,000",Dine-out,Rajajinagar
"Hotel Dew Drops Hotel, 9/1, Platform Road, Seshadripuram, Bangalore",Blue Nile Coffee Shop,No,No,,0,Seshadripuram,Cafe,,Cafe,600,Dine-out,Rajajinagar
"17th Cross Bridge, A Block, Milk Colony, Subramanyanagar, Malleshwaram, Bangalore",Kaffee Klatsch,No,No,,0,Malleshwaram,Cafe,,Cafe,300,Dine-out,Rajajinagar
"The Elanza Hotel, 88/2 Richmond Road, Richmond Road, Bangalore",Cafe @ Elanza,No,No,3.7 /5,145,Richmond Road,"Casual Dining, Cafe","Breakfast Buffet, Omelette, Lunch Buffet, Pasta","Chinese, North Indian, Cafe","1,000",,
"42, Church Street, Bangalore",BLOW,Yes,Yes,4.3 /5,972,Church Street,Cafe,"Mocktails, Pasta, Burgers, Sandwich, Salsa, Salad, Hazelnut Frappe","Cafe, Continental, American, Burger",750,,
"52, Brigade Road, Haridevpur, Shanthala Nagar, MG Road, Bangalore",Cafe Azzure,Yes,Yes,4.2 /5,2747,MG Road,Cafe,"Pasta, Wedges, Pizza, Nachos, Mocktails, Burgers, Thick Shakes","Cafe, Continental, Italian, Burger","1,200",,
"15, Convent Road, Off Residency Road, Residency Road, Bangalore",Green Theory,Yes,Yes,4.2 /5,2859,Residency Road,"Casual Dining, Cafe","Potato Skins, Pizza, Mushroom Soup, Pasta, Banana Smoothie, Almond Soup, Kiwi Lemonade","Italian, Salad, Healthy Food, Cafe, Asian, Desserts, Pizza",800,Cafes,Residency Road
"60/1, Miyajima House, 3rd Floor, 2nd Cross, Residency Road, Bangalore",Japan Travel Cafe Azuki,No,No,4.3 /5,74,Residency Road,Cafe,"Miso Soup, Tempura","Cafe, Japanese",400,Cafes,Residency Road
"41/42, Residency Road, Bangalore Shanthala Nagar, Ashok Nagar, Residency Road",Driven Cafe,Yes,No,3.6 /5,123,Residency Road,Cafe,"Coffee, Fries, Cappuccino, Margherita Pizza","Cafe, Beverages, Fast Food",600,Cafes,Residency Road
"D-7, Devatha Plaza, Shanthala Nagar, Ashok Nagar, Residency Road, Bangalore",Dad's Coffee Club,No,No,,0,Residency Road,Cafe,,"North Indian, South American, Cafe",200,Cafes,Residency Road
"1st Floor, Opposite Mayo Hall, Residency Road, Bangalore",Cafe Coffee Day,No,No,3.0 /5,6,Residency Road,Cafe,,"Cafe, Fast Food",900,Cafes,Residency Road
"#10 B, Ground floor , Devatha Plaza, Residency road, Residency Road, Bangalore",The Bao Belly,No,No,3.3 /5,9,Residency Road,Cafe,,Cafe,400,Cafes,Residency Road
"19, Church Street, Bangalore",Brik Oven,No,No,4.6 /5,2295,Church Street,Cafe,"Garlic Bread, Waffles, Brownie Shake, Cookie Monster Shake, Wood Fire Pizza, Big Bang Shake, Mushroom Pizza","Cafe, Pizza, Beverages","1,100",,
"22, St. Marks Road, Bangalore",Truffles,No,No,4.5 /5,3599,St. Marks Road,Cafe,"Burgers, Pasta, Cheese Burger, Mocktails, Ferrero Rocher Milkshake, Peri Chicken, Chicken Paprika","Cafe, American, Burger, Steak",900,,
"33, High Gates Hotel, Church Street, Bangalore",The White Room - Coffee & Kitchen,No,Yes,4.1 /5,1750,Church Street,Cafe,"Mushroom Quiche, Chicken Quiche, Coffee, Caramel Frappe, Espresso, Chocolate Milkshake, Tea","Cafe, Continental, American, Desserts","1,000",,
"2, Church Street, Bangalore",Matteo Coffea,No,No,4.4 /5,2652,Church Street,Cafe,"Coffee, Pasta, Donut, Salads, Choco Brownie Shake, Tiramisu Cheesecake, Sandwiches",Cafe,600,,
"24/1, Lavelle Road, Bangalore",Glen's Bakehouse,Yes,No,4.4 /5,1115,Lavelle Road,"Bakery, Cafe","Pizza, Coffee, Pasta, Tiramisu, Cheesecake, Hot Chocolate, Pie","Bakery, Cafe, Italian, Desserts",600,,
"Vivanta By Taj, 41/3, MG Road, Bangalore",Cafe Mozaic - Taj MG Road Bengaluru,No,Yes,4.1 /5,568,MG Road,"Casual Dining, Cafe","Paneer Lababdar, Sandwiches, Oysters, Paratha, Coffee, Jeera Rice, Biryani","North Indian, Italian, South Indian, Continental, Cafe, Salad","2,500",Cafes,Residency Road
"46, Church Street, Bangalore",Smally's Resto Cafe,Yes,No,4.2 /5,3581,Church Street,Cafe,"Burgers, Snicker Shake, Thick Shakes, Pasta, Chicken Wings, Peri Fries, Peri Peri Chicken Burger","Cafe, Italian, Burger, American, Steak",650,,
"JW Marriott Bengaluru, 24/1, Vittal Mallya Road, Lavelle Road, Bangalore",Bengaluru Baking Company - JW Marriott Bengaluru,No,No,4.3 /5,526,Lavelle Road,"Bakery, Cafe","Coffee, Fruit Tart, Croissants, Eclair, Sandwich, Nachos, Tiramisu","Salad, Bakery, Cafe, Sandwich, Italian, Burger","1,400",Cafes,Residency Road
"18, First Floor, Ramanashree Arcade, MG Road, Bangalore",Fabcafe,Yes,Yes,4.2 /5,63,MG Road,Cafe,,"Cafe, Healthy Food",800,Cafes,Residency Road
"9/3, Prestige Pearl House, Museum Road, Church Street, Bangalore",Little Green Cafe,No,No,4.3 /5,797,Church Street,"Cafe, Casual Dining","Spaghetti, Mezze Platter, Bombay Sandwich, Tomato Ragout, Mushroom Sandwich, Thai Green Curry, Tea","Cafe, Healthy Food, Salad, Continental, Beverages, Italian, Sandwich",900,,
"89, Kannan Building, MG Road, Bangalore",Lakeview Milkbar,No,No,4.0 /5,1469,MG Road,"Dessert Parlor, Cafe","Butterscotch Ice Cream, Sandwiches, Milk Shake, Hot Chocolate Fudge, Brownie, Vanilla Ice Cream, Burgers","Desserts, Fast Food, Beverages",450,,
"1A, Church Street, Bangalore",Wolf'ish,Yes,No,4.1 /5,488,Church Street,Cafe,"Burgers, Peri Peri Chicken, Fries, Mojito, Bbq Chicken Pizza, Mozzarella Sticks, Pasta","Cafe, American, Italian, Pizza, Burger",700,,
"G-18, Kedia Arcade, 92, Infantry Road, Bangalore",Peppa Zzing,Yes,No,4.3 /5,1135,Infantry Road,Cafe,"Burgers, Pasta, Cheesy Fries, Beef Burger, Ice Tea, Steak Burger, Lamb","Cafe, Fast Food, Burger",800,Cafes,Residency Road
"57, Samsung Opera House, Junction of Brigade Road & Residency Road, Brigade Road, Bangalore",The Flying Squirrel,No,No,4.0 /5,30,Brigade Road,Cafe,,Cafe,450,,
"5, Inside woodland Hotel, Rajarammohan Roy Road, Richmond Road, Bangalore",Marzipan @ The Bohemian House,No,No,4.2 /5,50,Richmond Road,Cafe,,Cafe,,Cafes,Residency Road
"105, Double Road, Shanti Nagar, Bangalore",The Courtyard,No,Yes,3.9 /5,305,Shanti Nagar,Cafe,"Hot Chocolate, Sandwiches, Garden Pizza, Pasta, Cappuccino, Garlic Bread, Sunday Morning Breakfast","Cafe, Italian",750,Cafes,Residency Road
"21, Prestige Copper Arch, Next to Safina Plaza, Infantry Road, Bangalore",Cafe Imroze,Yes,No,3.7 /5,97,Infantry Road,"Cafe, Casual Dining","Pasta, Burgers, Fries, Bbq Chicken Pizza, Peri Peri Chicken Pizza, Bbq Burger, Nachos","Cafe, Burger, Italian, Fast Food",650,Cafes,Residency Road
"Ground Floor, Ramanashree Arcade, MG Road, Bangalore",Starbucks,No,No,3.9 /5,37,MG Road,Cafe,,"Cafe, Desserts",700,Cafes,Residency Road
"15 K-1, D Block, Next to St. Patrick's Church, Opposite to Printo",Trick Or Treat,No,No,4.2 /5,619,Brigade Road,Cafe,"Burgers, Pizza, Pasta, Sandwich, Peri Peri Chicken Satay, Fries, Nachos","Cafe, Burger, Continental, Pizza, Steak",500,Cafes,Residency Road
"6/2, Primrose Road, MG Road, Bangalore",Happy Belly Bakes,Yes,No,4.2 /5,121,MG Road,"Cafe, Bakery","Hot Chocolate, Waffles, Chicken Pizza, Brownie, Tea, Chocolate Cupcake, Pasta","Cafe, Bakery",500,Cafes,Residency Road
"40/2, Sri ML Subbaraju Road, Shantalanagar, Sampangi Rama Nagar, Lavelle Road, Bangalore",The Blackboard Bakery,No,Yes,3.8 /5,98,Lavelle Road,"Cafe, Bakery","Pancakes, Sandwich, Coffee","Cafe, Bakery, Continental","1,000",Cafes,Residency Road
"4, Good Earth Store, Former Cinnamon Building, Lavelle Road, Bangalore",Fresh Pressery Cafe,No,No,4.0 /5,105,Lavelle Road,"Cafe, Quick Bites","Salads, Sandwiches, Arugula Salad, Pasta, Avocado Sandwich, Protein Smoothie, Spaghetti","Cafe, Italian, Healthy Food","1,200",Cafes,Residency Road
"17/1, Raheja Plaza, Commissariat Road, D'souza Circle, Opposite Lifestyle, Brigade Road, Bangalore",Fatso's,Yes,No,3.8 /5,74,Brigade Road,Cafe,"Sandwich, Garlic Bread, Brownie, Potato Wedges, French Fries","Cafe, American, Italian, Burger",650,Cafes,Residency Road
"G-005, City Centre, 28/4, Church Street, Bangalore",Tata Cha,Yes,No,3.7 /5,70,Church Street,"Beverage Shop, Cafe","Chai, Ginger Tea, Poha, Masala Tea, Coffee, Bun Maskas","Cafe, Tea, North Indian",500,Cafes,Residency Road
"65, Blue Moon Complex, Opposite MG Road Metro Station, MG Road, Bangalore",Soul Cafe,No,Yes,3.9 /5,317,MG Road,Cafe,"Mocktails, Peri Peri Chicken, Coffee Hazelnut, Oreo Shake, Nachos, White Sauce Pasta, Ice Tea","Cafe, Continental, Italian",800,Cafes,Residency Road
"4/4, Shaughnessy Road, Opposite Divyashree Chambers, Shanti Nagar, Bangalore",Barista,No,No,3.7 /5,35,Shanti Nagar,Cafe,,Cafe,300,Cafes,Residency Road
"The Elanza Hotel, 88/2 Richmond Road, Richmond Road, Bangalore",Cafe @ Elanza,No,No,3.7 /5,145,Richmond Road,"Casual Dining, Cafe","Breakfast Buffet, Omelette, Lunch Buffet, Pasta","Chinese, North Indian, Cafe","1,000",,
"22, Amoeba Complex, Church Street, Bangalore",Cafe 22,No,No,2.9 /5,12,Church Street,Cafe,,"Cafe, Fast Food",700,Cafes,Residency Road
"1st Floor, MG Road Metro Station, Church Street Entrance, MG Road, Bangalore",Chai Ki Tapri,No,No,3.7 /5,16,MG Road,Cafe,,Cafe,250,Cafes,Residency Road
"G-008, The Excellency Building, Opposite to Bank of India, Papanna Street, St. Marks Road, Bangalore",Cafe Aladdin,No,No,3.9 /5,74,St. Marks Road,Cafe,Friendly Staff,"Cafe, Chinese",500,,
"5, 5th Floor, Brigade Royal Hotel, Brigade Road, Bangalore",Hashtag Cafe,No,No,2.8 /5,46,Brigade Road,Cafe,,"Cafe, Continental, European, Italian",700,Cafes,Residency Road
Church Street,Rasta,No,No,,0,Church Street,"Bar, Cafe",,"Continental, Cafe","1,000",Cafes,Residency Road
"Lal Bagh Main Road, Sampangi Rama Nagar, Near Shanti Nagar, Bangalore",Bread and Circus,No,No,3.7 /5,50,Shanti Nagar,Cafe,,"Cafe, Fast Food, Pizza, Burger",550,Cafes,Residency Road
"1st Floor, St.Patricks Complex, Brigade Road, Bangalore",Smokie Brownie,No,No,3.2 /5,7,Brigade Road,Cafe,,Cafe,600,Cafes,Residency Road
"Opposite BMTC Bus Stand, Shanti Nagar, Bangalore",Swati Cafe,No,No,2.9 /5,8,Shanti Nagar,Cafe,,"Cafe, Fast Food",500,Cafes,Residency Road
"Mahalakshmi Chambers, MG Road, Bangalore",Little Bites,No,No,3.6 /5,7,MG Road,"Cafe, Quick Bites",,"Cafe, Fast Food",200,Cafes,Residency Road
"Lower walkway, Rangoli Metro Art Center, Boulevard, MG Road, Bangalore",Dasaprakash Cafe,No,No,3.2 /5,10,MG Road,Cafe,,Cafe,400,Cafes,Residency Road
"Mango Hotels - Purple Brigade 27, Rest House Road, Off Brigade Road, Bangalore",X-tra Cafe,No,No,,0,Brigade Road,Cafe,,"Cafe, Fast Food",400,Cafes,Residency Road
"19, Mantho Convention Center, Shanti Nagar, Bangalore",X Cafe,No,No,NEW,0,Shanti Nagar,Cafe,,"American, Cafe, Chinese, Italian, Desserts",400,Cafes,Residency Road
"1st Floor, 1 MG Road Mall, Trinity Circle, Opposite Taj Vivanta, MG Road, Bangalore",The Coffee Bean & Tea Leaf,Yes,No,3.8 /5,263,MG Road,Cafe,"Coffee, Sandwiches, Blueberry Muffin, Pancakes, Espresso, Cappuccino, Cheesecake",Cafe,700,Cafes,Residency Road
"6, Resthouse Road, Off Brigade Road, Brigade Road, Bangalore",Bon Sante,No,No,3.6 /5,104,Brigade Road,Cafe,"Burgers, Sandwiches, Fries, Pasta, Tea, Chicken Curry, Fried Rice","Cafe, Continental, Italian",800,,
"4/1, Brunton Road, MG Road, Bangalore",Berrylicious Cafe,No,No,4.1 /5,129,MG Road,"Casual Dining, Cafe","Waffles, Sandwiches, Nachos, Burgers, Chicken Keema Pizza, Penne Pasta, Smoothie Bowl","Continental, Cafe, Desserts, Pizza, North Indian, Chinese, Ice Cream",,Cafes,Residency Road
"Second Floor, Garuda Mall, Magrath Road",Kalmane Koffees,No,No,3.6 /5,47,Brigade Road,Cafe,"Filter Coffee, Cafe Mocha, Blueberry Muffin",Cafe,350,Cafes,Residency Road
"The Bohemian House, 5, Raja Ram Mohan Roy Road, Richmond Road, Bangalore",Third Wave Coffee Roasters @ The Bohemian House,No,No,NEW,0,Richmond Road,Cafe,,"Cafe, Continental, Desserts",800,Cafes,Residency Road
"18, Ali Askar Road, Cunningham Road, Bangalore",Hammered,Yes,Yes,4.6 /5,4841,Cunningham Road,"Pub, Cafe","Sangria, Chicken Satay, Crispy Corn, Masala Fries, Wood Fire Pizza, Pesto Pasta, Cocktails","North Indian, Thai, Japanese, Continental, Cafe","1,300",,
"18/3, Ali Askar Road, Near Kingfisher Airlines Office, Cunningham Road, Bangalore",Dolci Desserts,Yes,No,4.3 /5,658,Cunningham Road,"Cafe, Dessert Parlor","Cappuccino, Eclair, Pizza, Coffee, Blueberry Cheesecake, Oreo Cheesecake, Tiramisu","Cafe, Desserts",750,Cafes,Residency Road
"The Hatworks Boulevard, 32, Cunningham Road, Bangalore",The Culinarium,No,No,4.0 /5,38,Vasanth Nagar,"Cafe, Dessert Parlor","Salted Caramel, Pie","Cafe, Desserts, Beverages","1,100",Cafes,Residency Road
"29, Ulsoor Road, Opposite Salarpuria Windsor, Ulsoor, Bangalore",Cafe Kaara,No,No,4.3 /5,167,Ulsoor,Cafe,"Coffee, Cappuccino, Hot Chocolate, Sandwich, Tiramisu, Pasta, Fries","Cafe, Salad, Desserts, Pizza",750,Cafes,Residency Road
"2, Shah Sultan Complex, Cunningham Road, Bangalore",Infinitea Tea Room & Tea Store,Yes,Yes,4.2 /5,864,Cunningham Road,"Casual Dining, Cafe","Tea, Momos, Tiramisu, Sandwiches, Pesto Pasta, Sandwich, Chips","Continental, Cafe, Desserts, Salad, Momos","1,000",Cafes,Residency Road
"37/1, 3rd, 4th, 5th Floor. Oppsite Sigma Mall, Cunningham Road, Bangalore",Mudpipe Cafe,Yes,No,4.2 /5,745,Cunningham Road,Cafe,"Sandwiches, Lemonade, Nachos, Mozzarella Sticks, Fries, Pasta, Pizza","Cafe, Continental, Italian, Burger",750,Cafes,Residency Road
"G8/9/10, Ashoka Plaza, Kamaraj Road, Commercial Street, Bangalore",The Chocolate Heaven,Yes,No,NEW,0,Commercial Street,"Dessert Parlor, Cafe",,"Desserts, Cafe",600,Cafes,Residency Road
"Conrad Bengaluru, Kensington Road, Ulsoor, Bangalore",The Lobby Brew - Conrad Bengaluru,No,Yes,3.8 /5,25,Ulsoor,Cafe,,"Cafe, North Indian, Fast Food","2,200",Cafes,Residency Road
"50, Little Plaza, Cunningham Road",Chels Cafe,Yes,No,3.5 /5,20,Cunningham Road,Cafe,,"Cafe, Burger",500,Cafes,Residency Road
"Cinnamon, Ground Floor, 24 Gangadhar Chetty Road, Opposite RBNAMS Ground, Ulsoor, Bangalore",Cafe Cassia& Deli,No,No,4.2 /5,116,Ulsoor,"Casual Dining, Cafe","Coffee, Pasta, Tea","Lebanese, Mediterranean, Cafe","1,000",Cafes,Residency Road
"The Ambara, 22, Annaswami Mudaliar Road, Near Ulsoor Lake, Ulsoor, Bangalore",Cafe Cerrise,No,No,3.8 /5,99,Ulsoor,Cafe,"Bannoffee Pie, Pasta, Sandwiches, Salsa, Sandwich, Salads, Pita Bread","Cafe, Continental, Salad",600,,
"23, HKP Road Broadway",Savera Cafe,Yes,No,3.6 /5,11,Shivajinagar,Cafe,,Cafe,50,Cafes,Residency Road
"Citrus Hotels, 34, Cunningham Road, Bangalore",Irene's Cafe & Deli - Citrus Hotels,No,No,,0,Cunningham Road,Cafe,,Cafe,"1,000",Cafes,Residency Road
"307, Thimmaiah Rd, Govinda Chetty Colony, Shivajinagar, Bangalore",Aubree,Yes,No,3.2 /5,5,Shivajinagar,"Cafe, Bakery",,"Cafe, Bakery",400,Cafes,Residency Road
"2, Dickenson Road, FM Cariappa Colony, Sivanchetti Gardens, Commercial Street, Bangalore",Norsha Caffe,No,No,3.3 /5,6,Commercial Street,Cafe,,Cafe,400,Cafes,Residency Road
